nid,link,title,date,neg,neu,pos,compound,sentimentType
1529,https://www.npr.org/sections/goatsandsoda/2020/01/25/799007842/coronavirus-faqs-do-masks-help-is-the-disease-really-so-mysterious,Coronavirus FAQs: Do Masks Help? Is The Disease Really So ...,2020-01-25 13:01:07,0.0,0.787,0.213,0.4019,Positive
1530,http://fox17.com/news/local/tennessee-tech-student-undergoing-testing-for-possible-infection-with-coronavirus,Tennessee Tech student tests negative for coronavirus infection,2020-01-24 00:00:00,0.346,0.654,0.0,-0.5719,Negative
1531,https://www.wbtv.com/2020/01/24/possible-case-coronavirus-nc-under-investigation/,DHHS: NC patient tested for coronavirus was not infected,2020-01-26 02:01:07,0.0,0.753,0.247,0.3875,Positive
1532,https://www.straitstimes.com/world/europe/coronavirus-patients-arrived-in-france-without-symptoms,Wuhan virus: Coronavirus patients arrived in France without ...,2020-01-25 20:01:07,0.0,1.0,0.0,0.0,Neutral
1533,https://globalnews.ca/news/6453641/coronavirus-quarantine-illegal-canada/,Quarantining a Canadian city over coronavirus would be ...,2020-01-23 00:00:00,0.0,1.0,0.0,0.0,Neutral
1534,https://whdh.com/news/9-people-screened-for-deadly-coronavirus-at-bostons-logan-international-airport/,9 people screened for deadly coronavirus at Boston's Logan ...,2020-01-23 00:00:00,0.0,1.0,0.0,0.0,Neutral
1535,https://www.reuters.com/article/us-vietnam-health/vietnam-says-two-chinese-citizens-in-vietnam-confirmed-to-have-coronavirus-idUSKBN1ZM24I,Vietnam says two Chinese citizens in Vietnam confirmed to ...,2020-01-23 00:00:00,0.0,1.0,0.0,0.0,Neutral
1536,https://www.cnbc.com/2020/01/24/trump-thanks-chinas-xi-jinping-for-handling-of-coronavirus.html,Trump thanks China's Xi Jinping for handling of coronavirus,2020-01-24 00:00:00,0.0,0.734,0.266,0.4404,Positive
1537,https://www.reuters.com/article/us-china-health-usa-masks/coronavirus-worries-have-surgical-masks-flying-off-shelves-in-new-yorks-chinatown-idUSKBN1ZN2H4,Coronavirus worries have surgical masks flying off shelves in ...,2020-01-24 00:00:00,0.237,0.763,0.0,-0.4215,Negative
1538,https://globalnews.ca/news/6456196/coronavirus-canada-medical-officer/,Mass quarantines won't happen in Canada if coronavirus is ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1539,https://www.theguardian.com/science/2020/jan/24/lessons-from-sars-outbreak-help-in-race-for-coronavirus-vaccine,Lessons from Sars outbreak help in race for coronavirus vaccine,2020-01-24 00:00:00,0.0,0.769,0.231,0.4019,Positive
1540,https://www.cnn.com/2020/01/20/health/coronavirus-nih-vaccine-development/index.html,Vaccine for new Chinese coronavirus in the works,2020-01-20 00:00:00,0.0,1.0,0.0,0.0,Neutral
1541,https://www.bangkokpost.com/thailand/general/1842939/fifth-coronavirus-case-in-thailand,Fifth coronavirus case in Thailand,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1542,https://www.straitstimes.com/asia/south-asia/wuhan-virus-nepal-confirms-first-case-of-new-coronavirus,Wuhan virus: Nepal confirms first case of new coronavirus,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1543,https://www.cnn.com/2020/01/24/business/mcdonalds-coronavirus-closures/index.html,McDonald's closes restaurants in five Chinese cities because ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1544,https://www.dailymail.co.uk/news/article-7929977/Health-officials-scramble-passengers-coronavirus-flights.html,Health officials scramble to track HUNDREDS of airline ...,2020-01-26 01:01:07,0.0,1.0,0.0,0.0,Neutral
1545,https://www.dailymail.co.uk/news/article-7923315/Fans-movie-Contagion-point-eerie-similarities-coronavirus-outbreak.html,Fans of the 2011 movie Contagion point out eerie similarities ...,2020-01-23 00:00:00,0.379,0.621,0.0,-0.6705,Negative
1546,https://www.nytimes.com/2020/01/23/health/coronavirus-surgical-masks.html,"Many in China Wear Them, but Do Masks Block Coronavirus?",2020-01-23 00:00:00,0.3,0.7,0.0,-0.5927,Negative
1547,https://www.espn.com/boxing/story/_/id/28549415/jose-ramirez-viktor-postol-bout-postponed-due-wuhan-coronavirus,"Jose Ramirez, Viktor Postol bout postponed due to Wuhan ...",2020-01-23 00:00:00,0.167,0.833,0.0,-0.2023,Negative
1548,https://www.cnet.com/news/coronavirus-leads-to-sales-spike-of-plague-inc-a-game-about-pandemics/,"Coronavirus leads to sales spike of Plague Inc., a game about ...",2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1549,https://www.cnn.com/2020/01/23/health/wuhan-virus-super-spreader/index.html,Disease detectives hunting down more information about ...,2020-01-23 00:00:00,0.0,1.0,0.0,0.0,Neutral
1550,https://www.bloomberg.com/news/articles/2020-01-22/mexican-authorities-are-investigating-possible-coronavius-case,Man in Mexico Now Ill After Visiting Coronavirus Ground Zero,2020-01-22 00:00:00,0.237,0.763,0.0,-0.4215,Negative
1551,https://www.ny1.com/nyc/all-boroughs/news/2020/01/24/new-york-coronavirus-latest,Three Patients Under Observation in New York for Possibly ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1552,https://www.businessinsider.com/wuhan-coronavirus-face-masks-not-entirely-effective-2020-1,Face masks aren't a very effective way to prevent the spread of ...,2020-01-24 00:00:00,0.2,0.721,0.079,-0.3961,Negative
1553,https://boston.cbslocal.com/2020/01/25/wesleyan-university-student-monitored-for-coronavirus/,Wesleyan University Student Being Monitored For Coronavirus,2020-01-26 01:01:07,0.0,1.0,0.0,0.0,Neutral
1554,https://www.thejakartapost.com/news/2020/01/24/indonesia-cancels-all-wuhan-flights-in-wake-of-coronavirus-outbreak.html,Indonesia cancels all Wuhan flights in wake of coronavirus ...,2020-01-23 00:00:00,0.174,0.826,0.0,-0.2263,Negative
1555,https://www.euronews.com/2020/01/21/coronavirus-is-the-eu-prepared-for-an-outbreak,"Coronavirus: How is the EU preparing for an outbreak, and ...",2020-01-22 00:00:00,0.0,1.0,0.0,0.0,Neutral
1556,https://www.the-scientist.com/news-opinion/scientist-scrutinize-new-coronavirus-genome-for-answers-67006,Scientists Scrutinize New Coronavirus Genome for Answers,2020-01-23 00:00:00,0.0,1.0,0.0,0.0,Neutral
1557,https://www.washingtonpost.com/health/how-the-new-coronavirus-differs-from-sars-measles-and-ebola/2020/01/23/aac6bb06-3e1b-11ea-b90d-5652806c3b3a_story.html,"How the new coronavirus differs from SARS, measles and Ebola",2020-01-23 00:00:00,0.0,1.0,0.0,0.0,Neutral
1558,https://www.bbc.com/news/business-51202519,Coronavirus: Taobao warns firms not to profit from outbreak,2020-01-23 00:00:00,0.352,0.648,0.0,-0.4226,Negative
1559,https://www.cpr.org/2020/01/24/colorado-has-its-first-potential-case-of-the-wuhan-coronavirus-cdphe-says/,Colorado Has Its First Potential Case of The Wuhan Coronavirus,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1560,https://www.fox2detroit.com/news/three-possible-coronavirus-cases-may-be-in-metro-detroit-area,Three possible coronavirus cases may be in metro Detroit area,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1561,https://www.channel3000.com/university-of-wisconsin-monitoring-growing-concerns-for-coronavirus-no-confirmed-cases-on-campus/,University of Wisconsin monitoring growing concerns for ...,2020-01-24 00:00:00,0.0,0.805,0.195,0.1779,Positive
1562,http://cnnphilippines.com/regional/2020/1/25/palawan-novel-coronavirus-monitoring.html,2 patients under coronavirus watch at Palawan hospital,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1563,https://www.thejakartapost.com/news/2020/01/25/two-chinese-tourists-test-negative-for-coronavirus-in-bali.html,Two Chinese tourists test negative for coronavirus in Bali,2020-01-25 12:01:07,0.316,0.684,0.0,-0.5719,Negative
1564,https://www.businessinsider.com/wuhan-hospital-staff-adult-diapers-while-treating-coronavirus-patients-2020-1,Hospital staff in Wuhan are wearing adult diapers because ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1565,https://www.livemint.com/companies/news/coronavirus-outbreak-airasia-cancels-all-flights-to-and-from-wuhan-11579837279828.html,Coronavirus outbreak: AirAsia cancels all flights to and from ...,2020-01-23 00:00:00,0.174,0.826,0.0,-0.2263,Negative
1566,https://www.sciencedaily.com/releases/2020/01/200123170723.htm,Novel Coronavirus that recently emerged in China,2020-01-23 00:00:00,0.0,0.723,0.277,0.3182,Positive
1567,https://www.cnet.com/how-to/coronavirus-death-toll-spikes-china-locks-down-cities-everything-we-know/,"Coronavirus death toll spikes, China locks down cities ...",2020-01-21 00:00:00,0.328,0.672,0.0,-0.5994,Negative
1568,https://www.wsj.com/articles/u-s-hospitals-arent-ready-for-the-coronavirus-11579975968,US Hospitals Aren't Ready for the Coronavirus,2020-01-25 19:01:07,0.26,0.74,0.0,-0.2755,Negative
1569,https://www.reuters.com/article/us-china-health-cases/china-says-confirms-total-of-1372-cases-from-coronavirus-outbreak-state-media-idUSKBN1ZO0LR,China says confirms total of 1372 cases from coronavirus ...,2020-01-25 16:01:07,0.0,1.0,0.0,0.0,Neutral
1570,https://www.bbc.com/news/uk-wales-51249369,China coronavirus: Cardiff lecturer 'stranded' in Wuhan,2020-01-25 16:01:07,0.0,1.0,0.0,0.0,Neutral
1571,https://news.sky.com/story/coronavirus-they-dragged-me-outside-and-came-back-in-hazmat-suits-11916006,Coronavirus: 'They dragged me outside and came back in ...,2020-01-23 00:00:00,0.118,0.882,0.0,-0.0516,Negative
1572,https://www.mirror.co.uk/news/uk-news/expert-says-killer-coronavirus-spread-21352748,Expert says coronavirus is spread through eyes as killer ...,2020-01-24 00:00:00,0.323,0.677,0.0,-0.6486,Negative
1573,https://www.ecdc.europa.eu/en/news-events/novel-coronavirus-three-cases-reported-france,Novel coronavirus: three cases reported in France,2020-01-25 12:01:07,0.0,0.723,0.277,0.3182,Positive
1574,https://www.scmp.com/news/china/society/article/3047613/china-coronavirus-wuhan-residents-describe-doomsday-scenes,China coronavirus: Wuhan residents describe 'doomsday ...,2020-01-24 00:00:00,0.388,0.612,0.0,-0.5859,Negative
1575,https://ottawacitizen.com/news/local-news/no-change-in-ottawas-response-to-coronavirus-medical-officer-of-health-says,"No change in Ottawa's response to coronavirus, medical ...",2020-01-26 02:01:07,0.216,0.784,0.0,-0.296,Negative
1576,https://www.moodiedavittreport.com/coronavirus-update-hong-kong-declares-highest-state-of-emergency-death-toll-soars-first-cases-in-australia-and-malaysia/,Coronavirus Update: Hong Kong declares highest state of ...,2020-01-21 00:00:00,0.0,1.0,0.0,0.0,Neutral
1577,https://www.foxnews.com/health/do-surgical-masks-protect-against-coronavirus,Do surgical masks protect against coronavirus?,2020-01-24 00:00:00,0.0,0.658,0.342,0.3818,Positive
1578,https://www.fox2detroit.com/news/first-case-of-coronavirus-confirmed-in-chicago-cdc,First case of coronavirus confirmed in Chicago: CDC,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1579,https://www.abc.net.au/news/2020-01-25/coronavirus-puts-wa-crayfishing-industry-on-hold/11900668,WA crayfish industry halts exports as coronavirus shuts down ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1580,https://www.zmescience.com/medicine/map-coronavirus-real-time-24012020/,This map shows the coronavirus spread in almost-real time,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1581,https://www.cnbc.com/2020/01/21/united-says-two-passengers-appeared-to-show-symptoms-of-coronavirus.html,United Airlines says two passengers examined by US health ...,2020-01-21 00:00:00,0.0,0.763,0.237,0.4215,Positive
1582,https://www.bloomberg.com/news/articles/2020-01-24/coronavirus-update-how-the-virus-is-affecting-global-business,Tracking the Virus Outbreak's Impact on Business and Travel,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1583,https://www.alternet.org/2020/01/are-you-in-danger-of-catching-the-coronavirus-5-questions-answered/,Are you in danger of catching the coronavirus? 5 questions ...,2020-01-25 14:01:07,0.274,0.726,0.0,-0.5267,Negative
1584,https://www.marketwatch.com/story/inside-the-horrific-inhumane-animal-markets-behind-pandemics-like-coronavirus-2020-01-25,"Inside the horrific, inhumane animal markets behind ...",2020-01-25 22:01:07,0.386,0.614,0.0,-0.6597,Negative
1585,https://www.sciencenewsforstudents.org/article/explainer-what-is-a-coronavirus,Explainer: What is a coronavirus?,2020-01-23 00:00:00,0.0,1.0,0.0,0.0,Neutral
1586,https://www.dukechronicle.com/article/2020/01/coronavirus-case-duke-hospital-north-carolina-china-wuhan-rdu,Individual undergoing tests for possible coronavirus case at ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1587,https://www.nytimes.com/2020/01/25/world/asia/coronavirus-crisis-china-response.html,"Coronavirus Exposes Core Flaws, and Few Strengths, in ...",2020-01-25 22:01:07,0.134,0.625,0.241,0.296,Positive
1588,https://www.washingtonpost.com/science/2020/01/24/scientists-are-unraveling-chinese-coronavirus-with-unprecedented-speed-openness/,Scientists are unraveling the Chinese coronavirus with ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1589,https://nypost.com/2020/01/23/netflix-releases-pandemic-docuseries-as-coronavirus-spreads/,Netflix releases 'Pandemic' docuseries as coronavirus spreads,2020-01-23 00:00:00,0.0,1.0,0.0,0.0,Neutral
1590,https://www.thestreet.com/jim-cramer/coronavirus-selloff-cramers-mad-money-recap-jan-24,Coronavirus Selloff?: Cramer's 'Mad Money' Recap (Friday 1 ...,2020-01-24 00:00:00,0.314,0.686,0.0,-0.4939,Negative
1591,https://www.theguardian.com/science/2020/jan/24/i-felt-like-et-uk-man-surreal-coronavirus-quarantine,'I felt like ET': UK man describes surreal coronavirus quarantine,2020-01-24 00:00:00,0.0,0.783,0.217,0.3612,Positive
1592,https://www.cnbc.com/2020/01/23/us-futures-point-to-lower-open-on-wall-street.html,"S&P 500 ekes out gain, erases losses after WHO calms ...",2020-01-23 00:00:00,0.165,0.488,0.348,0.4588,Positive
1593,https://yle.fi/uutiset/osasto/news/two_possible_coronavirus_cases_in_northern_finland/11173752,Two possible coronavirus cases in northern Finland,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1594,https://www.wsj.com/articles/the-dark-business-of-coronavirus-11579690108,The Dark Business of Coronavirus,2020-01-22 00:00:00,0.0,1.0,0.0,0.0,Neutral
1595,https://www.ft.com/content/345c7ea0-3e99-11ea-a01a-bae547046735,Chinese ecommerce groups struggle to meet demand for ...,2020-01-24 00:00:00,0.352,0.648,0.0,-0.4215,Negative
1596,https://www.marketwatch.com/story/why-the-coronavirus-outbreak-gives-stock-market-investors-another-reason-to-be-cautious-2020-01-24,Why the coronavirus outbreak could trigger a stock-market ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1597,https://thehill.com/changing-america/well-being/prevention-cures/479810-how-does-the-wuhan-coronavirus-outbreak-compare,How does the Wuhan coronavirus outbreak compare to SARS ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1598,https://www.scmp.com/news/china/society/article/3046681/china-coronavirus-least-three-suspected-cases-found-shenzhen,China coronavirus: at least three suspected cases found in ...,2020-01-18 00:00:00,0.174,0.826,0.0,-0.2263,Negative
1599,https://www.smh.com.au/national/coronavirus-ban-puts-quarter-of-chinese-tourism-to-australia-at-risk-20200126-p53ut2.html,Coronavirus ban puts quarter of Chinese tourism to Australia ...,2020-01-26 06:01:07,0.286,0.714,0.0,-0.5574,Negative
1600,https://www.theguardian.com/us-news/2020/jan/22/coronavirus-doctors-use-robot-to-treat-first-known-us-patient,Coronavirus outbreak: doctors use robot to treat first known ...,2020-01-23 00:00:00,0.0,0.769,0.231,0.4019,Positive
1601,https://www.thejakartapost.com/news/2020/01/24/result-will-be-out-in-2-days-indonesia-puts-2nd-suspected-coronavirus-patient-under-close-observation.html,'Result will be out in 2 days': Indonesia puts 2nd suspected ...,2020-01-23 00:00:00,0.16,0.84,0.0,-0.2263,Negative
1602,https://7news.com.au/news/health/five-people-being-tested-for-coronavirus-in-new-south-wales-c-664517,Five people being tested for coronavirus in New South Wales,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1603,https://www.usatoday.com/story/news/health/2020/01/22/washington-officials-track-infected-mans-travels-counter-new-virus/4547358002/,A suburban Seattle man remains the only known US resident ...,2020-01-22 00:00:00,0.0,1.0,0.0,0.0,Neutral
1604,http://cbsaustin.com/news/local/texas-health-officials-investigating-possible-3rd-case-of-coronavirus,Texas health officials investigating possible 3rd case of ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1605,https://www.scmp.com/news/hong-kong/health-environment/article/3047255/china-coronavirus-guests-check-out-hotel-where,China coronavirus: guests check out of Hong Kong hotel ...,2020-01-22 00:00:00,0.0,1.0,0.0,0.0,Neutral
1606,https://nypost.com/2020/01/22/united-airlines-passengers-checked-for-coronavirus-like-symptoms/,United Airlines passengers checked for coronavirus-like ...,2020-01-22 00:00:00,0.0,0.682,0.318,0.4215,Positive
1607,https://www.buzzfeednews.com/article/ryanhatesthis/qanon-supporters-and-anti-vaxxers-are-spreading-a-hoax-that,QAnon Supporters And Anti-Vaxxers Are Spreading A Hoax ...,2020-01-23 00:00:00,0.191,0.545,0.264,0.2023,Positive
1608,https://www.hawaiinewsnow.com/2020/01/25/local-chinese-community-expresses-concern-over-coronavirus-outbreak/,Local Chinese community expresses concern over ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1609,https://www.cpr.org/2020/01/25/possible-colorado-coronavirus-case-has-lakewood-hospital-officials-taking-precautions/,Possible Colorado Coronavirus Case Has Lakewood Hospital ...,2020-01-25 22:01:07,0.0,1.0,0.0,0.0,Neutral
1610,https://www.nytimes.com/2020/01/24/world/asia/china-social-media-coronavirus.html,Panic and Criticism Spread on Chinese Social Media Over ...,2020-01-24 00:00:00,0.437,0.563,0.0,-0.7351,Negative
1611,https://www.nytimes.com/2020/01/24/world/asia/china-social-media-coronavirus.html,Panic and Criticism Spread on Chinese Social Media Over ...,2020-01-24 00:00:00,0.437,0.563,0.0,-0.7351,Negative
1612,https://www.ft.com/content/bd6cad34-3eab-11ea-b232-000f4477fbca,Coronavirus is the latest round in an age-old struggle,2020-01-24 00:00:00,0.223,0.777,0.0,-0.3182,Negative
1613,https://www.cnet.com/how-to/coronavirus-death-toll-rises-to-56-cases-approach-2000-everything-we-know/,"Coronavirus death toll rises to 56, cases approach 2000 ...",2020-01-21 00:00:00,0.302,0.698,0.0,-0.5994,Negative
1614,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-do-control-disease-outbreak-do-face-masks-work/,Coronavirus: do airport screenings and face masks work?,2020-01-23 00:00:00,0.0,1.0,0.0,0.0,Neutral
1615,https://qz.com/1791190/finnair-defends-then-nixes-face-mask-ban-amid-coronavirus-fears/,Finnair defends then nixes a face mask ban amid coronavirus ...,2020-01-25 19:01:07,0.286,0.714,0.0,-0.5574,Negative
1616,https://www.bloomberg.com/news/articles/2020-01-24/coronavirus-deaths-surge-in-china-while-europe-finds-first-cases,Canada Is Latest to Confirm Virus as China Death Toll Mounts,2020-01-25 15:01:07,0.281,0.719,0.0,-0.5994,Negative
1617,https://www.valleynewslive.com/content/news/Two-possible-cases-of-Coronavirus-not-far-from-the-Valley---567284131.html,Two possible cases of Coronavirus not far from the Valley,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1618,https://www.cnet.com/how-to/coronavirus-cases-pass-1300-as-virus-hits-europe-and-australia-everything-we-know/,Coronavirus cases pass 1300 as virus hits Europe and ...,2020-01-21 00:00:00,0.0,1.0,0.0,0.0,Neutral
1619,https://www.theguardian.com/science/audio/2020/jan/24/the-wuhan-outbreak-science-weekly-podcast,The Wuhan Coronavirus: what we know and don't know ...,2020-01-24 00:00:00,0.0,1.0,0.0,0.0,Neutral
1620,https://www.telegraph.co.uk/news/2020/01/24/coronavirus-fears-rise-chinese-cover-up-40-million-lockdown/,Coronavirus: Fears rise of Chinese cover-up as 56 million in ...,2020-01-24 00:00:00,0.357,0.643,0.0,-0.6124,Negative
1621,https://www.nbcnews.com/health/health-news/new-coronavirus-u-s-what-isolation-n1122256,New coronavirus in the US: What is isolation?,2020-01-24 00:00:00,0.278,0.722,0.0,-0.4019,Negative
1622,https://www.dailymail.co.uk/health/article-7927017/How-travel-safe-coronavirus-outbreak-according-expert.html,How to travel safely during coronavirus outbreak: Heavy-duty ...,2020-01-24 00:00:00,0.0,0.714,0.286,0.4939,Positive
1623,https://www.dailymail.co.uk/health/article-7926343/First-British-patient-tested-coronavirus-reveals-treated-doctors-spaceman-suits.html,Now killer virus reaches Europe: Hunt is on in UK for 2000 ...,2020-01-24 00:00:00,0.261,0.667,0.073,-0.6249,Negative
1624,https://appleinsider.com/articles/20/01/25/tim-cook-announces-apple-will-donate-to-coronavirus-relief-efforts,Tim Cook announces Apple will donate to coronavirus relief ...,2020-01-25 18:01:07,0.0,0.744,0.256,0.4767,Positive
1625,http://www.xinhuanet.com/english/2020-01/25/c_138733715.htm,Xi Focus: CPC leadership meets to discuss novel coronavirus ...,2020-01-25 15:01:07,0.0,0.796,0.204,0.3182,Positive
1626,https://www.cbc.ca/news/health/coronavirus-canada-social-media-misinformation-1.5440334,'It plays to our worst fears': Coronavirus misinformation fuelled ...,2020-01-25 10:01:07,0.416,0.455,0.13,-0.6597,Negative
1627,https://www.wfmz.com/news/area/southeastern-pa/montgomery-county-pharmaceutical-developing-coronavirus-vaccine/article_e7876b2a-3fe3-11ea-aa62-634daeb5616d.html,Montgomery County pharmaceutical developing Coronavirus ...,2020-01-26 04:01:07,0.0,1.0,0.0,0.0,Neutral
1628,https://www.theglobeandmail.com/canada/article-new-coronavirus-tests-scientists-ability-to-tangle-with-an/,New coronavirus tests scientists' ability to tangle with an ...,2020-01-24 00:00:00,0.0,0.796,0.204,0.3182,Positive
1629,https://www.cbc.ca/news/health/cornavirus-screening-1.5435523,'You could literally go around the Earth' before symptoms start ...,2020-01-22 00:00:00,0.0,1.0,0.0,0.0,Neutral
1630,https://www.bbc.com/mundo/noticias-51206116,Coronavirus: cuáles son los síntomas y otras 3 preguntas ...,2020-01-22 00:00:00,0.0,1.0,0.0,0.0,Neutral
